Community.Area,Week,Year,Weeek,Crimes,Crimes.LastWeek,Arrests.LastWeek,Domestics.LastWeek,Month,MinDay,MaxDay,CommonCrimes.LastWeek
14,3,2013,3,43,61,15,11,1,13,19,42
14,30,2013,30,50,48,14,8,7,21,27,30
14,31,2013,31,46,50,10,11,7.434782609,1,31,27
14,32,2013,32,61,46,9,6,8,4,10,27
14,33,2013,33,41,61,6,9,8,11,17,34
14,34,2013,34,47,41,7,6,8,18,24,25
14,35,2013,35,64,47,11,12,8,25,31,32
14,36,2013,36,53,64,14,9,9,1,7,42
14,37,2013,37,61,53,8,7,9,8,14,27
14,38,2013,38,65,61,8,5,9,15,21,33
14,39,2013,39,60,65,19,8,9,22,28,41
14,4,2013,4,56,43,8,6,1,20,26,20
14,40,2013,40,58,60,9,7,9.75862069,1,30,44
14,41,2013,41,55,58,14,11,10,6,12,38
14,42,2013,42,38,55,15,9,10,13,19,38
14,43,2013,43,50,38,9,3,10,20,26,22
14,44,2013,44,61,50,17,3,10.19672131,1,31,31
14,45,2013,45,47,61,6,6,11,3,9,34
14,46,2013,46,55,47,7,4,11,10,16,32
14,47,2013,47,54,55,2,4,11,17,23,41
14,48,2013,48,33,54,5,4,11,24,30,29
14,49,2013,49,44,33,9,5,12,1,7,19
14,5,2013,5,55,56,7,11,1.327272727,1,31,34
14,50,2013,50,44,44,13,5,12,8,14,25
14,51,2013,51,48,44,8,8,12,15,21,27
14,52,2013,52,45,48,4,5,12,22,28,29
14,53,2013,53,8,45,5,3,12,29,31,25
14,6,2013,6,58,55,14,5,2,3,9,34
14,7,2013,7,38,58,14,7,2,10,16,35
14,8,2013,8,65,38,8,9,2,17,23,21
14,9,2013,9,49,65,5,11,2.346938776,1,28,37
14,1,2014,1,20,8,2,1,1,1,4,4
14,10,2014,10,48,51,14,12,3,2,8,33
14,11,2014,11,41,48,8,6,3,9,15,30
14,12,2014,12,55,41,5,5,3,16,22,27
14,13,2014,13,31,55,20,9,3,23,29,30
14,14,2014,14,30,31,8,9,3.866666667,1,31,21
14,15,2014,15,56,30,14,2,4,6,12,19
14,16,2014,16,56,56,16,7,4,13,19,27
14,17,2014,17,59,56,10,8,4,20,26,35
14,18,2014,18,50,59,12,7,4.42,1,30,42
14,19,2014,19,55,50,18,8,5,4,10,27
14,2,2014,2,29,20,7,4,1,5,11,9
14,20,2014,20,54,55,11,7,5,11,17,35
14,21,2014,21,41,54,16,5,5,18,24,35
14,22,2014,22,45,41,8,9,5,25,31,24
14,23,2014,23,48,45,10,6,6,1,7,25
14,24,2014,24,39,48,9,4,6,8,14,24
14,25,2014,25,49,39,16,5,6,15,21,25
14,26,2014,26,56,49,15,8,6,22,28,32
14,27,2014,27,47,56,15,3,6.765957447,1,30,31
14,28,2014,28,46,47,15,6,7,6,12,33
14,29,2014,29,30,46,13,5,7,13,19,28
14,3,2014,3,45,29,3,5,1,12,18,13
14,30,2014,30,48,30,5,4,7,20,26,18
14,31,2014,31,47,48,11,5,7.29787234,1,31,32
14,32,2014,32,45,47,10,5,8,3,9,32
14,33,2014,33,62,45,14,5,8,10,16,25
14,34,2014,34,42,62,21,9,8,17,23,36
14,35,2014,35,61,42,12,6,8,24,30,24
14,36,2014,36,42,61,15,6,8.833333333,1,31,38
14,37,2014,37,50,42,11,7,9,7,13,27
14,38,2014,38,42,50,15,9,9,14,20,30
14,39,2014,39,45,42,9,8,9,21,27,23
14,4,2014,4,34,45,12,8,1,19,25,27
14,40,2014,40,49,45,8,4,9.591836735,1,30,23
14,41,2014,41,50,49,9,7,10,5,11,30
14,42,2014,42,33,50,8,5,10,12,18,33
14,43,2014,43,55,33,8,6,10,19,25,21
14,44,2014,44,42,55,13,7,10.0952381,1,31,27
14,45,2014,45,40,42,7,4,11,2,8,32
14,46,2014,46,52,40,11,1,11,9,15,24
14,47,2014,47,54,52,12,6,11,16,22,27
14,48,2014,48,42,54,11,9,11,23,29,22
14,49,2014,49,36,42,9,8,11.88888889,1,30,26
14,5,2014,5,42,34,6,6,1.261904762,1,31,21
14,50,2014,50,46,36,5,3,12,7,13,21
14,51,2014,51,37,46,9,6,12,14,20,23
14,52,2014,52,43,37,6,5,12,21,27,28
14,53,2014,53,26,43,3,6,12,28,31,31
14,6,2014,6,43,42,9,3,2,2,8,26
14,7,2014,7,40,43,5,5,2,9,15,29
14,8,2014,8,50,40,13,2,2,16,22,27
14,9,2014,9,51,50,12,5,2.176470588,1,28,27
15,1,2013,1,58,#NAME?,#NAME?,#NAME?,1,1,5,#NAME?
15,10,2013,10,83,74,20,9,3,3,9,44
15,11,2013,11,85,83,23,12,3,10,16,50
15,12,2013,12,71,85,21,15,3,17,23,49
15,13,2013,13,95,71,20,13,3,24,30,44
15,14,2013,14,64,95,20,11,3.90625,1,31,58
15,15,2013,15,81,64,15,12,4,7,13,39
15,16,2013,16,66,81,14,14,4,14,20,56
15,17,2013,17,66,66,20,9,4,21,27,45
15,18,2013,18,60,66,16,15,4.483333333,1,30,40
15,19,2013,19,70,60,21,13,5,5,11,41
15,2,2013,2,67,58,14,8,1,6,12,37
15,20,2013,20,65,70,14,11,5,12,18,39
15,21,2013,21,73,65,12,11,5,19,25,41
15,22,2013,22,77,73,18,13,5.116883117,1,31,45
15,23,2013,23,89,77,16,8,6,2,8,43
15,24,2013,24,74,89,16,8,6,9,15,54
15,25,2013,25,80,74,25,19,6,16,22,41
15,26,2013,26,75,80,24,11,6,23,29,46
15,27,2013,27,79,75,21,6,6.873417722,1,30,36
15,28,2013,28,81,79,22,10,7,7,13,54
15,29,2013,29,89,81,18,15,7,14,20,53
15,3,2013,3,83,67,15,8,1,13,19,34
15,30,2013,30,75,89,24,16,7,21,27,54
15,31,2013,31,77,75,19,5,7.506493506,1,31,46
15,32,2013,32,71,77,14,14,8,4,10,43
15,33,2013,33,77,71,15,10,8,11,17,51
15,34,2013,34,85,77,18,10,8,18,24,57
15,35,2013,35,77,85,27,9,8,25,31,54
15,36,2013,36,72,77,17,8,9,1,7,48
15,37,2013,37,85,72,23,14,9,8,14,42
15,38,2013,38,97,85,24,9,9,15,21,56
15,39,2013,39,91,97,22,9,9,22,28,63
15,4,2013,4,68,83,19,14,1,20,26,42
15,40,2013,40,82,91,24,13,9.743902439,1,30,57
15,41,2013,41,84,82,23,16,10,6,12,51
15,42,2013,42,65,84,23,13,10,13,19,57
15,43,2013,43,67,65,12,9,10,20,26,43
15,44,2013,44,77,67,15,11,10.27272727,1,31,42
15,45,2013,45,79,77,21,10,11,3,9,49
15,46,2013,46,65,79,16,4,11,10,16,53
15,47,2013,47,76,65,19,6,11,17,23,37
15,48,2013,48,63,76,26,5,11,24,30,45
15,49,2013,49,78,63,14,10,12,1,7,38
15,5,2013,5,81,68,14,9,1.283950617,1,31,36
15,50,2013,50,56,78,21,6,12,8,14,43
15,51,2013,51,79,56,14,8,12,15,21,29
15,52,2013,52,61,79,17,6,12,22,28,53
15,53,2013,53,32,61,10,17,12,29,31,38
15,6,2013,6,88,81,19,18,2,3,9,52
15,7,2013,7,93,88,17,15,2,10,16,51
15,8,2013,8,57,93,25,13,2,17,23,52
15,9,2013,9,74,57,18,7,2.283783784,1,28,28
15,1,2014,1,33,32,7,8,1,1,4,21
15,10,2014,10,61,53,18,6,3,2,8,32
15,11,2014,11,72,61,22,10,3,9,15,42
15,12,2014,12,59,72,21,7,3,16,22,50
15,13,2014,13,66,59,21,6,3,23,29,29
15,14,2014,14,62,66,25,6,3.709677419,1,31,39
15,15,2014,15,52,62,20,10,4,6,12,44
15,16,2014,16,59,52,13,3,4,13,19,37
15,17,2014,17,66,59,15,8,4,20,26,42
15,18,2014,18,56,66,8,10,4.482142857,1,30,46
15,19,2014,19,73,56,12,8,5,4,10,31
15,2,2014,2,54,33,3,6,1,5,11,18
15,20,2014,20,71,73,11,9,5,11,17,40
15,21,2014,21,59,71,15,10,5,18,24,38
15,22,2014,22,58,59,14,9,5,25,31,39
15,23,2014,23,64,58,13,8,6,1,7,40
15,24,2014,24,78,64,17,10,6,8,14,35
15,25,2014,25,63,78,20,10,6,15,21,45
15,26,2014,26,88,63,12,5,6,22,28,36
15,27,2014,27,70,88,19,14,6.771428571,1,30,53
15,28,2014,28,51,70,15,13,7,6,12,44
15,29,2014,29,56,51,15,9,7,13,19,29
15,3,2014,3,66,54,10,8,1,12,18,37
15,30,2014,30,71,56,11,8,7,20,26,37
15,31,2014,31,76,71,18,6,7.289473684,1,31,53
15,32,2014,32,72,76,14,10,8,3,9,48
15,33,2014,33,54,72,19,8,8,10,16,42
15,34,2014,34,59,54,12,8,8,17,23,32
15,35,2014,35,75,59,22,11,8,24,30,39
15,36,2014,36,73,75,19,12,8.904109589,1,31,47
15,37,2014,37,74,73,15,7,9,7,13,35
15,38,2014,38,49,74,17,14,9,14,20,43
15,39,2014,39,78,49,7,8,9,21,27,30
15,4,2014,4,82,66,12,7,1,19,25,43
15,40,2014,40,82,78,13,11,9.463414634,1,30,49
15,41,2014,41,59,82,18,6,10,5,11,56
15,42,2014,42,66,59,13,7,10,12,18,35
15,43,2014,43,67,66,14,11,10,19,25,43
15,44,2014,44,69,67,13,7,10.10144928,1,31,38
15,45,2014,45,54,69,15,10,11,2,8,44
15,46,2014,46,64,54,11,9,11,9,15,33
15,47,2014,47,55,64,9,7,11,16,22,35
15,48,2014,48,60,55,11,10,11,23,29,28
15,49,2014,49,59,60,15,6,11.88135593,1,30,32
15,5,2014,5,58,82,21,11,1.120689655,1,31,55
15,50,2014,50,70,59,9,9,12,7,13,35
15,51,2014,51,73,70,11,11,12,14,20,37
15,52,2014,52,63,73,16,18,12,21,27,38
15,53,2014,53,37,63,10,9,12,28,31,32
15,6,2014,6,65,58,13,3,2,2,8,34
15,7,2014,7,48,65,13,12,2,9,15,43
15,8,2014,8,63,48,11,9,2,16,22,28
15,9,2014,9,53,63,15,7,2.226415094,1,28,38
16,1,2013,1,55,#NAME?,#NAME?,#NAME?,1,1,5,#NAME?
16,10,2013,10,59,79,10,9,3,3,9,37
16,11,2013,11,63,59,20,9,3,10,16,40
16,12,2013,12,59,63,11,8,3,17,23,36
16,13,2013,13,57,59,15,8,3,24,30,37
16,14,2013,14,60,57,11,10,3.8,1,31,34
16,15,2013,15,54,60,10,9,4,7,13,36
16,16,2013,16,64,54,8,9,4,14,20,29
16,17,2013,17,82,64,10,10,4,21,27,32
16,18,2013,18,87,82,12,16,4.574712644,1,30,49
16,19,2013,19,73,87,22,8,5,5,11,55
16,2,2013,2,72,55,9,12,1,6,12,32
16,20,2013,20,77,73,10,11,5,12,18,38
16,21,2013,21,78,77,15,4,5,19,25,48
16,22,2013,22,87,78,17,9,5.103448276,1,31,52
16,23,2013,23,71,87,14,13,6,2,8,59
16,24,2013,24,61,71,13,4,6,9,15,36
16,25,2013,25,69,61,12,8,6,16,22,35
16,26,2013,26,72,69,13,14,6,23,29,41
16,27,2013,27,67,72,8,10,6.895522388,1,30,49
16,28,2013,28,65,67,12,10,7,7,13,42
16,29,2013,29,79,65,8,11,7,14,20,37
16,3,2013,3,69,72,10,7,1,13,19,44
16,30,2013,30,88,79,16,13,7,21,27,51
16,31,2013,31,88,88,6,11,7.340909091,1,31,53
16,32,2013,32,81,88,14,8,8,4,10,57
16,33,2013,33,68,81,7,10,8,11,17,52
16,34,2013,34,63,68,10,10,8,18,24,38
16,35,2013,35,80,63,4,8,8,25,31,41
16,36,2013,36,66,80,4,6,9,1,7,52
16,37,2013,37,64,66,10,13,9,8,14,48
16,38,2013,38,69,64,11,11,9,15,21,46
16,39,2013,39,79,69,11,3,9,22,28,48
16,4,2013,4,67,69,18,6,1,20,26,35
16,40,2013,40,70,79,8,9,9.785714286,1,30,46
16,41,2013,41,71,70,11,9,10,6,12,35
16,42,2013,42,60,71,5,8,10,13,19,39
16,43,2013,43,60,60,5,7,10,20,26,34
16,44,2013,44,65,60,6,10,10.29230769,1,31,29
16,45,2013,45,60,65,9,8,11,3,9,37
16,46,2013,46,48,60,10,4,11,10,16,36
16,47,2013,47,57,48,10,3,11,17,23,32
16,48,2013,48,49,57,12,7,11,24,30,41
16,49,2013,49,52,49,6,3,12,1,7,27
16,5,2013,5,59,67,3,6,1.220338983,1,31,39
16,50,2013,50,55,52,12,5,12,8,14,31
16,51,2013,51,66,55,1,2,12,15,21,33
16,52,2013,52,55,66,9,3,12,22,28,35
16,53,2013,53,19,55,7,4,12,29,31,34
16,6,2013,6,51,59,12,9,2,3,9,34
16,7,2013,7,61,51,7,8,2,10,16,27
16,8,2013,8,56,61,11,11,2,17,23,32
16,9,2013,9,79,56,5,8,2.341772152,1,28,27
16,1,2014,1,29,19,2,4,1,1,4,11
16,10,2014,10,40,40,11,5,3,2,8,22
16,11,2014,11,55,40,8,3,3,9,15,17
16,12,2014,12,51,55,8,6,3,16,22,29
16,13,2014,13,48,51,9,6,3,23,29,32
16,14,2014,14,50,48,11,7,3.76,1,31,30
16,15,2014,15,42,50,8,12,4,6,12,36
16,16,2014,16,48,42,6,4,4,13,19,25
16,17,2014,17,61,48,6,6,4,20,26,31
16,18,2014,18,60,61,4,6,4.583333333,1,30,41
16,19,2014,19,60,60,8,5,5,4,10,35
16,2,2014,2,39,29,5,6,1,5,11,17
16,20,2014,20,58,60,12,7,5,11,17,44
16,21,2014,21,59,58,18,9,5,18,24,43
16,22,2014,22,67,59,13,7,5,25,31,31
16,23,2014,23,54,67,11,14,6,1,7,40
16,24,2014,24,60,54,9,9,6,8,14,31
16,25,2014,25,38,60,8,9,6,15,21,34
16,26,2014,26,59,38,7,6,6,22,28,20
16,27,2014,27,63,59,8,9,6.714285714,1,30,36
16,28,2014,28,70,63,12,7,7,6,12,35
16,29,2014,29,55,70,15,1,7,13,19,38
16,3,2014,3,43,39,9,5,1,12,18,24
16,30,2014,30,63,55,6,9,7,20,26,33
16,31,2014,31,68,63,14,14,7.279411765,1,31,44
16,32,2014,32,65,68,14,6,8,3,9,46
16,33,2014,33,53,65,5,6,8,10,16,41
16,34,2014,34,43,53,8,7,8,17,23,38
16,35,2014,35,52,43,12,5,8,24,30,29
16,36,2014,36,47,52,7,6,8.936170213,1,31,33
16,37,2014,37,52,47,10,7,9,7,13,32
16,38,2014,38,71,52,8,4,9,14,20,41
16,39,2014,39,60,71,8,7,9,21,27,47
16,4,2014,4,49,43,4,7,1,19,25,25
16,40,2014,40,62,60,7,8,9.661290323,1,30,44
16,41,2014,41,60,62,15,6,10,5,11,37
16,42,2014,42,62,60,9,7,10,12,18,33
16,43,2014,43,54,62,9,8,10,19,25,45
16,44,2014,44,60,54,10,7,10.15,1,31,36
16,45,2014,45,46,60,6,8,11,2,8,43
16,46,2014,46,62,46,8,7,11,9,15,28
16,47,2014,47,47,62,10,11,11,16,22,41
16,48,2014,48,42,47,6,4,11,23,29,26
16,49,2014,49,65,42,7,5,11.90769231,1,30,21
16,5,2014,5,53,49,7,6,1.226415094,1,31,26
16,50,2014,50,56,65,10,8,12,7,13,40
16,51,2014,51,46,56,5,10,12,14,20,39
16,52,2014,52,50,46,7,5,12,21,27,30
16,53,2014,53,34,50,4,3,12,28,31,32
16,6,2014,6,48,53,5,6,2,2,8,27
16,7,2014,7,56,48,14,6,2,9,15,28
16,8,2014,8,48,56,12,11,2,16,22,37
16,9,2014,9,40,48,8,8,2.15,1,28,33
17,1,2013,1,27,#NAME?,#NAME?,#NAME?,1,1,5,#NAME?
17,10,2013,10,33,23,5,4,3,3,9,12
17,11,2013,11,28,33,10,6,3,10,16,16
17,12,2013,12,23,28,7,5,3,17,23,17
17,13,2013,13,34,23,6,4,3,24,30,15
17,14,2013,14,30,34,7,6,3.933333333,1,31,16
17,15,2013,15,26,30,1,4,4,7,13,21
17,16,2013,16,31,26,5,3,4,14,20,15
17,17,2013,17,35,31,5,3,4,21,27,10
17,18,2013,18,45,35,4,11,4.711111111,1,30,21
17,19,2013,19,34,45,5,6,5,5,11,27
17,2,2013,2,27,27,5,0,1,6,12,8
17,20,2013,20,31,34,5,6,5,12,18,14
17,21,2013,21,38,31,6,2,5,19,25,25
17,22,2013,22,35,38,5,6,5.171428571,1,31,18
17,23,2013,23,37,35,7,1,6,2,8,20
17,24,2013,24,37,37,6,4,6,9,15,21
17,25,2013,25,39,37,9,5,6,16,22,23
17,26,2013,26,43,39,7,9,6,23,29,24
17,27,2013,27,27,43,10,9,6.888888889,1,30,25
17,28,2013,28,31,27,4,5,7,7,13,23
17,29,2013,29,36,31,7,3,7,14,20,19
17,3,2013,3,38,27,7,6,1,13,19,18
17,30,2013,30,33,36,5,7,7,21,27,21
17,31,2013,31,44,33,10,4,7.409090909,1,31,21
17,32,2013,32,29,44,9,3,8,4,10,24
17,33,2013,33,32,29,4,1,8,11,17,16
17,34,2013,34,47,32,8,5,8,18,24,20
17,35,2013,35,38,47,6,6,8,25,31,31
17,36,2013,36,30,38,7,3,9,1,7,28
17,37,2013,37,34,30,2,6,9,8,14,16
17,38,2013,38,33,34,5,7,9,15,21,15
17,39,2013,39,44,33,7,5,9,22,28,23
17,4,2013,4,29,38,9,5,1,20,26,17
17,40,2013,40,40,44,8,8,9.7,1,30,25
17,41,2013,41,44,40,6,5,10,6,12,28
17,42,2013,42,38,44,8,10,10,13,19,28
17,43,2013,43,40,38,13,5,10,20,26,25
17,44,2013,44,45,40,4,6,10.26666667,1,31,25
17,45,2013,45,40,45,6,11,11,3,9,25
17,46,2013,46,53,40,5,6,11,10,16,23
17,47,2013,47,33,53,11,6,11,17,23,29
17,48,2013,48,33,33,7,4,11,24,30,18
17,49,2013,49,37,33,6,5,12,1,7,20
17,5,2013,5,29,29,4,2,1.344827586,1,31,11
17,50,2013,50,25,37,6,5,12,8,14,15
17,51,2013,51,37,25,5,3,12,15,21,13
17,52,2013,52,28,37,7,7,12,22,28,26
17,53,2013,53,14,28,5,2,12,29,31,13
17,6,2013,6,30,29,5,8,2,3,9,15
17,7,2013,7,40,30,10,4,2,10,16,16
17,8,2013,8,38,40,5,8,2,17,23,23
17,9,2013,9,23,38,6,7,2.47826087,1,28,12
17,1,2014,1,15,14,3,2,1,1,4,6
17,10,2014,10,24,30,5,3,3,2,8,13
17,11,2014,11,25,24,7,8,3,9,15,9
17,12,2014,12,22,25,7,6,3,16,22,11
17,13,2014,13,27,22,6,5,3,23,29,15
17,14,2014,14,29,27,7,3,3.724137931,1,31,17
17,15,2014,15,25,29,3,3,4,6,11,20
17,16,2014,16,22,25,7,6,4,13,19,14
17,17,2014,17,31,22,6,4,4,20,26,14
17,18,2014,18,35,31,7,2,4.371428571,1,30,18
17,19,2014,19,42,35,9,3,5,4,10,20
17,2,2014,2,21,15,3,3,1,5,11,10
17,20,2014,20,34,42,8,8,5,11,17,25
17,21,2014,21,23,34,9,6,5,18,24,15
17,22,2014,22,33,23,7,0,5,25,31,15
17,23,2014,23,26,33,7,7,6,1,7,21
17,24,2014,24,30,26,6,3,6,8,14,18
17,25,2014,25,28,30,3,3,6,15,21,19
17,26,2014,26,29,28,8,5,6,22,28,18
17,27,2014,27,30,29,6,5,6.666666667,1,30,14
17,28,2014,28,36,30,2,7,7,6,12,21
17,29,2014,29,24,36,6,5,7,13,19,25
17,3,2014,3,22,21,10,7,1,12,18,12
17,30,2014,30,33,24,8,5,7,20,26,16
17,31,2014,31,32,33,5,5,7.375,1,31,13
17,32,2014,32,37,32,8,7,8,3,9,17
17,33,2014,33,32,37,8,8,8,10,16,23
17,34,2014,34,36,32,3,4,8,17,23,17
17,35,2014,35,38,36,8,7,8,24,30,21
17,36,2014,36,40,38,7,9,8.925,1,31,25
17,37,2014,37,33,40,5,8,9,7,13,20
17,38,2014,38,32,33,7,2,9,14,20,22
17,39,2014,39,42,32,7,8,9,21,27,18
17,4,2014,4,35,22,6,2,1,19,25,11
17,40,2014,40,31,42,8,9,9.483870968,1,30,23
17,41,2014,41,27,31,7,5,10,5,11,16
17,42,2014,42,24,27,6,8,10,12,18,12
17,43,2014,43,25,24,5,4,10,19,25,13
17,44,2014,44,30,25,3,2,10.16666667,1,31,11
17,45,2014,45,34,30,2,5,11,2,8,20
17,46,2014,46,27,34,5,6,11,9,15,22
17,47,2014,47,32,27,6,3,11,16,22,16
17,48,2014,48,31,32,5,5,11,23,29,16
17,49,2014,49,26,31,6,3,11.65384615,1,30,14
17,5,2014,5,36,35,6,3,1.222222222,1,31,24
17,50,2014,50,20,26,7,4,12,7,13,15
17,51,2014,51,41,20,5,4,12,14,20,10
17,52,2014,52,24,41,4,4,12,21,27,18
17,53,2014,53,17,24,2,4,12,28,31,13
17,6,2014,6,23,36,5,7,2,2,8,18
17,7,2014,7,28,23,7,5,2,9,15,16
17,8,2014,8,31,28,7,5,2,16,22,17
17,9,2014,9,30,31,6,6,2.133333333,1,28,16
18,1,2013,1,8,#NAME?,#NAME?,#NAME?,1,1,4,#NAME?
18,10,2013,10,10,11,0,1,3,4,9,3
18,11,2013,11,10,10,1,1,3,11,16,3
18,12,2013,12,29,10,1,1,3,17,23,4
18,13,2013,13,16,29,5,5,3,24,30,20
18,14,2013,14,18,16,4,3,3.944444444,1,31,12
18,15,2013,15,9,18,3,4,4,8,13,11
18,16,2013,16,13,9,4,4,4,14,20,5
18,17,2013,17,14,13,3,4,4,21,27,9
18,18,2013,18,11,14,0,3,4.636363636,2,30,6
18,19,2013,19,17,11,2,2,5,5,10,6
18,2,2013,2,10,8,0,1,1,6,12,2
18,20,2013,20,10,17,3,4,5,12,16,7
18,21,2013,21,13,10,0,3,5,19,24,6
18,22,2013,22,15,13,1,4,5.133333333,1,31,9
18,23,2013,23,16,15,0,3,6,2,8,6
18,24,2013,24,14,16,1,5,6,9,15,14
18,25,2013,25,16,14,1,4,6,16,22,11
18,26,2013,26,22,16,4,1,6,23,29,8
18,27,2013,27,13,22,9,6,6.769230769,1,30,12
18,28,2013,28,8,13,6,5,7,7,12,6
18,29,2013,29,9,8,1,3,7,14,20,3
18,3,2013,3,17,10,2,0,1,13,19,4
18,30,2013,30,15,9,4,2,7,21,27,7
18,31,2013,31,15,15,5,2,7.666666667,1,31,12
18,32,2013,32,17,15,3,2,8,4,10,10
18,33,2013,33,6,17,1,3,8,11,15,9
18,34,2013,34,12,6,2,1,8,18,24,1
18,35,2013,35,8,12,3,0,8,25,30,9
18,36,2013,36,12,8,2,3,9,1,7,5
18,37,2013,37,10,12,0,4,9,8,14,7
18,38,2013,38,10,10,3,3,9,15,20,6
18,39,2013,39,11,10,3,0,9,22,28,7
18,4,2013,4,12,17,6,1,1,20,26,7
18,40,2013,40,12,11,4,2,9.666666667,2,30,9
18,41,2013,41,8,12,0,5,10,6,12,6
18,42,2013,42,10,8,2,0,10,13,19,7
18,43,2013,43,8,10,1,0,10,20,26,3
18,44,2013,44,7,8,0,1,10.57142857,1,31,3
18,45,2013,45,7,7,2,2,11,3,7,4
18,46,2013,46,8,7,0,0,11,10,16,4
18,47,2013,47,8,8,2,1,11,17,22,4
18,48,2013,48,8,8,0,1,11,25,30,3
18,49,2013,49,8,8,1,3,12,1,6,4
18,5,2013,5,15,12,2,3,1.266666667,1,31,8
18,50,2013,50,6,8,0,0,12,8,14,3
18,51,2013,51,14,6,2,2,12,15,21,6
18,52,2013,52,7,14,0,1,12,22,28,7
18,53,2013,53,2,7,2,1,12,29,30,4
18,6,2013,6,13,15,3,3,2,3,9,12
18,7,2013,7,14,13,3,3,2,10,16,5
18,8,2013,8,19,14,5,0,2,17,23,8
18,9,2013,9,11,19,3,6,2.272727273,1,28,9
18,1,2014,1,7,2,0,0,1,1,4,1
18,10,2014,10,5,7,2,0,3,2,8,3
18,11,2014,11,7,5,0,1,3,9,14,3
18,12,2014,12,11,7,0,1,3,17,22,6
18,13,2014,13,10,11,2,1,3,25,29,5
18,14,2014,14,12,10,1,1,3.666666667,1,31,6
18,15,2014,15,9,12,1,1,4,6,11,3
18,16,2014,16,6,9,1,1,4,14,19,5
18,17,2014,17,9,6,2,1,4,20,26,5
18,18,2014,18,6,9,1,2,4.333333333,1,30,6
18,19,2014,19,7,6,1,1,5,6,10,4
18,2,2014,2,4,7,2,0,1,7,11,4
18,20,2014,20,8,7,1,2,5,13,17,5
18,21,2014,21,11,8,0,2,5,18,24,5
18,22,2014,22,12,11,3,3,5,25,31,7
18,23,2014,23,14,12,2,1,6,2,7,6
18,24,2014,24,10,14,3,3,6,8,14,5
18,25,2014,25,10,10,0,0,6,15,21,5
18,26,2014,26,12,10,1,2,6,22,28,6
18,27,2014,27,11,12,1,1,6.727272727,1,30,7
18,28,2014,28,9,11,1,3,7,6,12,8
18,29,2014,29,7,9,3,0,7,13,17,7
18,3,2014,3,5,4,0,1,1,12,16,0
18,30,2014,30,12,7,3,1,7,20,26,5
18,31,2014,31,15,12,2,5,7.266666667,1,31,9
18,32,2014,32,9,15,2,2,8,3,9,9
18,33,2014,33,6,9,1,1,8,11,16,2
18,34,2014,34,8,6,0,0,8,17,23,4
18,35,2014,35,11,8,1,2,8,24,30,5
18,36,2014,36,15,11,1,0,8.733333333,1,31,5
18,37,2014,37,9,15,3,1,9,7,13,9
18,38,2014,38,11,9,0,2,9,14,20,3
18,39,2014,39,10,11,1,1,9,21,27,5
18,4,2014,4,6,5,1,0,1,19,24,1
18,40,2014,40,15,10,0,0,9.466666667,1,30,7
18,41,2014,41,11,15,3,5,10,5,11,7
18,42,2014,42,11,11,4,2,10,12,17,5
18,43,2014,43,13,11,4,1,10,19,25,8
18,44,2014,44,5,13,2,2,10.4,1,31,8
18,45,2014,45,12,5,0,1,11,2,8,2
18,46,2014,46,17,12,1,1,11,9,15,6
18,47,2014,47,8,17,1,4,11,16,22,7
18,48,2014,48,12,8,0,1,11,24,29,5
18,49,2014,49,14,12,6,4,11.85714286,1,30,10
18,5,2014,5,7,6,2,1,1,26,31,3
18,50,2014,50,9,14,5,1,12,8,13,8
18,51,2014,51,11,9,0,1,12,15,20,6
18,52,2014,52,9,11,1,3,12,21,27,4
18,53,2014,53,4,9,1,1,12,28,31,7
18,6,2014,6,16,7,0,1,2,2,8,4
18,7,2014,7,10,16,2,3,2,10,15,10
18,8,2014,8,10,10,1,1,2,16,21,7
18,9,2014,9,7,10,0,2,2,24,27,5
19,1,2013,1,93,#NAME?,#NAME?,#NAME?,1,1,5,#NAME?
19,10,2013,10,102,109,27,21,3,3,9,57
19,11,2013,11,139,102,21,10,3,10,16,61
19,12,2013,12,126,139,23,19,3,17,23,80
19,13,2013,13,104,126,29,20,3,24,30,69
19,14,2013,14,116,104,24,17,3.879310345,1,31,66
19,15,2013,15,98,116,21,20,4,7,13,67
19,16,2013,16,117,98,19,16,4,14,20,53
19,17,2013,17,92,117,23,20,4,21,27,63
19,18,2013,18,122,92,21,16,4.62295082,1,30,59
19,19,2013,19,114,122,19,19,5,5,11,68
19,2,2013,2,113,93,13,16,1,6,12,43
19,20,2013,20,119,114,24,17,5,12,18,76
19,21,2013,21,117,119,30,21,5,19,25,78
19,22,2013,22,108,117,34,18,5.166666667,1,31,66
19,23,2013,23,106,108,28,18,6,2,8,60
19,24,2013,24,144,106,38,15,6,9,15,58
19,25,2013,25,103,144,32,22,6,16,22,88
19,26,2013,26,104,103,25,16,6,23,29,70
19,27,2013,27,121,104,23,20,6.834710744,1,30,62
19,28,2013,28,97,121,25,25,7,7,13,75
19,29,2013,29,104,97,21,18,7,14,20,59
19,3,2013,3,118,113,21,12,1,13,19,56
19,30,2013,30,96,104,32,20,7,21,27,60
19,31,2013,31,116,96,24,18,7.465517241,1,31,51
19,32,2013,32,116,116,31,23,8,4,10,62
19,33,2013,33,132,116,35,20,8,11,17,73
19,34,2013,34,133,132,35,19,8,18,24,69
19,35,2013,35,97,133,27,22,8,25,31,70
19,36,2013,36,111,97,20,12,9,1,7,57
19,37,2013,37,109,111,23,17,9,8,14,66
